"disease","disease_full_gip_once_000","disease_full_gip_once_001","disease_full_gip_once_002","disease_full_gip_once_003","disease_full_gip_once_004","disease_full_gip_once_005","disease_full_gip_once_006","disease_full_gip_once_007","disease_full_gip_once_008","disease_full_gip_once_009","disease_full_gip_once_010","disease_full_gip_once_011","disease_full_gip_once_012","disease_full_gip_once_013","disease_full_gip_once_014","disease_full_gip_once_015","disease_full_gip_once_016","disease_full_gip_once_017","disease_full_gip_once_018","disease_full_gip_once_019","disease_full_gip_once_020","disease_full_gip_once_021","disease_full_gip_once_022","disease_full_gip_once_023","disease_full_gip_once_024","disease_full_gip_once_025","disease_full_gip_once_026","disease_full_gip_once_027","disease_full_gip_once_028","disease_full_gip_once_029","disease_full_gip_once_030","disease_full_gip_once_031","disease_full_gip_once_032","disease_full_gip_once_033","disease_full_gip_once_034","disease_full_gip_once_035","disease_full_gip_once_036","disease_full_gip_once_037","disease_full_gip_once_038","disease_full_gip_once_039","disease_full_gip_once_040","disease_full_gip_once_041","disease_full_gip_once_042","disease_full_gip_once_043","disease_full_gip_once_044","disease_full_gip_once_045","disease_full_gip_once_046","disease_full_gip_once_047","disease_full_gip_once_048","disease_full_gip_once_049","disease_full_gip_once_050","disease_full_gip_once_051","disease_full_gip_once_052","disease_full_gip_once_053","disease_full_gip_once_054","disease_full_gip_once_055","disease_full_gip_once_056","disease_full_gip_once_057","disease_full_gip_once_058","disease_full_gip_once_059","disease_full_gip_once_060","disease_full_gip_once_061","disease_full_gip_once_062","disease_full_gip_once_063"
"Anorexia Nervosa","-0.22396018","-0.42259693","-0.48484972","0.49327537","-0.09331725","1.4386505","-2.5134149","2.0857139","-1.4561502","-3.2680523","3.4893255","-0.0072382153","-0.22633421","1.0550432","1.3378196","-0.56688565","-0.68139327","1.1007392","1.5490638","0.8335836","1.1769338","-1.7848353","-0.3103814","0.022964612","-0.049433976","1.5831715","-2.2597668","0.6106853","3.0438232","-1.3300025","-1.9080862","-2.6227453","-3.421631","2.6038125","2.007854","0.67202264","-0.7880435","-0.9227163","0.22630766","0.3736938","-1.3850021","-0.47348705","0.18113087","-1.422745","-0.4815612","1.1503574","0.94223076","-1.0323626","-0.53264326","0.87168914","1.3677166","-0.39365247","-0.22311367","-0.106127284","0.9215149","0.85109353","-0.50614536","-0.17429428","-0.20458534","0.339566","-0.30494305","0.44152966","0.027614795","-0.4237746"
"Anorexia nervosa","0.51548755","-1.3767334","1.4006051","0.22196162","0.010062728","-0.23074344","2.3668454","-1.4060394","-1.5564224","-1.7360461","-0.30160996","0.6524091","0.31346485","-0.12759204","-0.059350073","0.31763622","0.6182773","0.27707586","-0.45733964","-0.08425076","-0.62835133","0.081979804","-0.26563472","0.061245594","-0.51117694","0.31221285","-0.6153589","-0.15953833","0.39537895","0.82672614","-0.05773989","0.5470546","-0.7139865","-0.0009746439","-0.3423772","0.34686324","-0.14870027","-0.65417135","0.7011394","-0.37562704","0.6484869","0.5914923","0.77496666","-0.7549695","-1.8555065","-1.2371287","0.3116641","-2.074983","0.023439478","0.55976385","0.15702093","2.6157315","1.4810563","-0.6127714","1.0406036","0.52309597","0.4975188","-0.7661927","-0.46138352","-1.1736321","1.4746867","-1.1699845","-0.86930364","-0.41776398"
"Anovulation","-0.9135683","-0.3827757","-0.052072387","-0.049915608","1.8189267","-0.75857264","-2.6246881","0.54931676","-1.6018895","-0.80285615","-0.71752775","0.6765204","0.151033","-0.022661649","-0.7576608","-0.29890755","-0.7232986","1.5147324","0.012820228","0.6173589","0.113449834","-0.03336868","-1.57402","0.7652529","0.07491676","-0.41675457","-0.45911753","-0.6965779","-0.5699377","0.4457891","-1.5503336","-0.40492594","0.9531476","1.8422192","3.5863428","-0.9414265","1.0588124","-0.72640306","1.7391276","2.2539504","2.2627919","1.4365304","3.0542378","-0.6132342","1.7028143","-2.7792816","0.66324735","-4.2577643","0.9169295","-1.9284824","0.50828016","-0.26127946","-3.510713","1.0190024","2.5496","-1.5960654","1.4056833","0.1399177","-0.54803663","1.5796441","0.1110411","-0.89458054","1.005086","0.4409153"
"Anti-N-methyl-D-aspartate receptor encephalitis","0.34594733","0.12439606","-0.17195006","-1.095689","-0.50458145","-4.22475","1.1344407","2.6648266","0.33582464","1.4512212","-1.6080974","-0.2451585","0.8712444","-1.730011","-0.13596697","0.8573277","0.5890107","1.028823","0.53936493","-0.8655758","0.26323593","-1.3494996","4.9759555","-1.5792496","1.0349629","-0.7399735","-1.905548","0.77507573","0.362987","-0.041460898","-0.34571576","-0.5946812","2.6948493","-0.09575142","-0.6550155","-3.4661515","0.757532","-0.73443776","-0.47523043","-1.7821382","1.8444948","-1.2924438","-0.18414442","0.04377312","-0.47454005","-0.00163329","-0.15120253","-1.3801414","-0.90315485","0.41092584","0.8692016","0.015342039","-0.44597173","-0.5355654","0.5505623","-0.046420686","-0.7422332","-1.7062578","-0.10311711","0.74966943","-0.17868313","-0.64476293","-0.23043673","-0.028142521"
"Antrochoanal polyps","0.49836257","0.14143202","-0.32601255","-0.19241284","0.044470213","0.11252596","0.0571913","-0.18855408","0.0616142","0.16824393","-0.0333152","0.0024270297","-0.10270503","-0.18639162","-0.057980523","-0.048160296","0.105933584","0.10575242","-0.07961415","-0.13896777","0.086169094","-0.22202164","-0.10249095","0.09169116","-0.0315807","0.042432074","0.12914693","-0.028013038","-0.06573792","-0.048438635","0.02777127","-0.0037707456","-0.0027373254","-0.1671726","-0.034984484","-0.03262658","-0.009653534","0.17473078","0.024127988","0.0130620925","0.026335657","0.07863171","-0.037376925","-0.005681808","-0.15444657","-0.034769084","0.0833889","-0.057221487","-0.2774762","-0.000443272","-0.0019368014","0.0032938132","0.13957496","0.056166433","-0.031218082","-0.0026709214","-0.16851121","-0.024683446","-0.13858862","0.038621247","-0.10972164","-0.10643905","-0.03539763","-0.09549937"
"Aphthous stomatitis","0.17172673","0.10195038","-0.41513184","-0.17859676","0.26510423","0.4228659","0.102250405","-0.14210059","0.06194219","0.053871784","0.3535505","-0.84793925","-0.2027694","-0.100106716","-0.26152548","-0.58748156","-0.02998365","0.51792145","-0.29987678","1.0617831","0.5275921","-2.1636767","0.16263555","-1.302238","-2.9409556","2.6561804","0.6044847","1.3863505","1.6564734","-0.1221281","-0.2860309","-1.907096","0.17457978","2.2399874","0.43566778","2.3032231","-3.6550393","0.1976996","-1.5592574","1.9473202","0.81052876","-1.6529715","-1.638981","1.5183161","-2.8303635","0.93607336","-1.9092155","-2.027101","0.18351096","-2.834886","0.68429345","0.78365195","0.9068511","0.1421262","-0.06499704","-0.46046123","0.8022516","-3.1612685","-0.13943145","1.2623005","-0.2279395","-1.7063719","0.16339871","0.0609888"
"Aphthous ulcer","-1.3386903","0.34295973","-1.0685446","-0.27511448","-0.177203","0.14605479","-0.5769368","-1.3416003","-1.1107535","-1.3035209","0.42156252","1.1054265","0.56512356","-0.82676786","-0.11946092","0.0016089336","0.37093994","-0.17576358","-0.14482982","-0.071835734","-0.037794042","0.04174106","-0.20253457","-0.19789568","0.76123846","0.22737443","-0.37653378","-0.18192862","0.72652096","-0.6691642","-0.1219539","0.7057311","0.19382314","-0.7532371","0.5620244","0.6734436","-0.87472785","-1.6006786","-1.0514622","0.29604065","0.8996187","0.09978447","0.6273626","0.6781431","1.1232363","-1.9720583","0.74152803","1.2098507","3.1730008","-0.90963596","0.65598756","-0.9043016","-3.9780815","2.3166137","-2.279535","-1.8399761","-0.7488092","-2.3511744","0.4592471","-1.7919415","-1.3720396","-1.387353","-0.48806408","-0.66891676"
"Appendicitis","-1.3748164","0.0040910593","0.0025397416","0.10127569","0.43435714","-0.6287611","0.049095757","-0.0034867926","0.58071667","0.50646365","-0.2696136","-0.1407037","0.2562997","-0.53659594","0.16393682","0.34484044","0.5770639","0.01526164","-0.07284515","-0.23911056","-0.76081437","-0.8395747","2.0835178","-0.09042495","-0.002587986","-0.88818055","-1.1825557","-0.6155302","-0.9334975","0.6510091","-0.42488372","-0.76723576","1.9377768","2.8164616","0.9287983","0.73497087","0.43377647","0.2908087","0.66633373","0.49934763","-0.55886966","0.83911437","0.4421618","1.0172813","0.010187554","-1.757037","-0.104515076","0.9602935","-0.3526901","-2.214065","-0.28075063","2.0914068","-3.0439215","-1.7443761","1.3284382","0.19808006","4.8149047","1.5857028","1.997515","-0.12279738","-0.22502117","-1.7130867","2.3845592","-2.3762822"
"Arsenic exposure","-0.4551852","-0.87666696","2.2983785","1.6388363","2.8045197","0.3389818","2.5616825","-3.2585635","0.6973399","0.7853781","-2.1193776","-1.7453952","0.15117604","-1.2871691","-1.3465985","0.82008344","0.019518003","-1.4702033","-2.0167243","1.0199034","-2.7202322","0.32799757","0.1716406","1.1855174","1.3233839","0.1323633","-0.09490898","0.7136619","4.39449","-1.0811535","2.7760782","-1.659513","-0.58370376","1.2411274","1.4643987","1.569366","1.3467591","-0.75877786","0.81818765","1.6743418","-0.09253376","-0.3845079","1.3577828","-1.578594","1.528233","0.57738465","-1.1928262","0.052150473","0.9866314","1.0055616","-0.59831107","-0.37191594","-1.6618167","0.9162966","-0.7846031","0.38816908","0.24472776","0.7528811","0.04686049","0.06566769","-0.26502112","-0.2786803","0.5587755","0.65746224"
"Ascites","1.0842195","0.15957914","-0.37033296","-0.20642674","0.020611394","0.16854566","0.08727866","-0.18685244","0.047687206","0.1608645","0.016266013","0.06674613","-0.11365171","-0.17664625","-0.08919416","-0.12180014","0.0004514567","0.08292879","-0.011606252","-0.20654725","0.060180895","-0.18338692","-0.22493248","0.08298765","-0.036125675","0.062486928","0.211499","0.075757384","-0.100609295","-0.075537086","0.056473397","-0.04891621","-0.009398668","-0.026799591","-0.021706723","0.14735621","-0.0022564696","0.07759292","0.31902403","-0.1573623","0.21915667","0.30025735","-0.36393014","-0.179938","-0.006484672","0.047378357","0.043037158","-0.0055441954","-0.145714","0.057774078","0.05999498","-0.0327737","-0.0208131","0.017966183","0.07301339","0.12075307","-0.048669845","-0.0798311","-0.05999845","-0.028615145","-0.10411528","0.059631895","0.055854447","-0.033705033"
"Asthma","-1.977049","0.033593293","-0.05486027","-0.04930898","-0.03942655","0.020798324","0.031733155","-0.062689416","0.019531025","0.036872532","0.012882166","0.013303505","0.012084306","-0.0077720555","-0.030891476","-0.015213606","-0.002500452","0.030113848","-0.034545984","-0.004409169","0.033149723","0.005238468","-0.054808043","-0.012367444","-0.010729948","-0.0059431163","0.0010027832","0.0015689844","-7.979137e-05","0.017678017","0.018346319","0.024013037","-0.011253548","0.05444112","0.059162878","-0.12349524","-0.010981257","0.13149494","0.045309037","0.09479421","0.041205727","0.04866332","-0.13605256","0.086838715","-0.13623333","-0.065459006","0.06840265","0.07039857","-0.021679023","0.09154067","-1.2145392","-0.24678402","0.6646794","-0.61131066","0.19032834","0.21095076","-1.1829988","-0.36086616","0.15406886","2.3043835","3.1350508","1.1380185","-1.5442798","-0.6126045"
"Atherosclerosis","-1.0501404","-0.12668544","0.0942991","0.24451415","0.13195153","-0.1358314","-0.372505","1.0767388","-0.55769163","-0.9320438","0.5173323","-0.49186078","0.03517507","-0.4393413","-0.9654548","1.2437884","-0.979605","0.037188932","1.9434757","3.0957966","-1.4948113","0.87398684","0.39126796","1.1735125","-0.24881281","-0.07070928","1.10626","-1.3035063","0.13218667","0.030636376","-1.369196","0.021887742","1.4098992","-0.36196","1.9111481","-1.4725983","-0.8287393","-0.08267787","-0.8948738","-0.11748862","-1.0800604","1.0523129","-0.7550809","-1.5169643","0.16214855","-2.9186153","-2.144951","0.98802584","3.0778205","2.6466858","-0.18742277","1.5445727","1.1996742","0.04742449","-3.7642338","1.181396","2.0661101","-1.1718433","1.2977455","0.7536486","3.1582558","2.6079187","0.3719812","0.5389228"
"Atherosclerotic cardiovascular disease","1.0940577","0.020005897","0.52955246","1.0365249","1.4477134","-2.0414453","1.0439774","1.0151616","1.7423592","2.2539885","-0.48903582","-0.5432136","0.9841498","-2.0541546","-1.1205101","0.0025377779","0.25732556","0.36778736","-0.7256528","-0.10279565","-0.040068198","-0.2511262","-0.04338097","-0.1783623","0.16869389","-0.07592667","0.26599506","0.25348654","-0.06903116","-0.18621269","-0.17779598","-0.20478854","0.4014217","-0.11512835","-0.24218825","-0.070021234","-0.15996958","0.45074242","-0.0011865363","-0.049079593","0.07655201","0.40717545","0.11410842","0.01636759","-0.05443458","-0.14482035","-0.16449276","-0.20921434","-0.3613839","0.018909661","-0.14366467","0.008456794","0.038190525","0.10225882","0.04202808","-0.41485718","0.1220377","-0.11342775","-0.15076415","0.020405687","-0.16509026","-0.27112103","-0.11299285","-0.4361602"
"Atopic dermatitis","-1.8847874","-0.061704252","0.005878904","-0.19376807","-0.17159724","0.24472633","0.048914675","-0.24896103","-0.1128106","0.0058609","-0.03033072","0.09688651","0.13534462","-0.2015461","0.12847266","-0.10562492","-0.07967629","0.4600798","-0.09684961","-0.053816404","0.32323405","-0.28903177","0.04454776","-0.48103005","-0.18436214","0.21051693","0.29785356","0.20069975","0.22115164","0.010982053","-0.111148186","-0.15731128","0.48152807","-0.14701284","-0.037088454","-0.35186988","-0.87092155","0.27180585","0.43055928","-0.080925874","-0.012777051","-0.6732197","0.5899838","-0.66558105","-0.6370834","-0.306766","-0.08328588","-0.09908935","0.055510323","-0.84598124","0.03737533","1.2124208","0.21718931","0.45929602","0.09187857","-0.021547144","2.0530057","0.40217718","-0.36165074","0.22722138","1.1895463","-0.9921852","-4.36146","-0.016861862"
"Atopic eczema","-0.6654547","0.06411025","-0.1697848","-0.04692599","-0.009189369","-0.04992015","0.23629825","-0.10855606","0.035273943","0.20872778","0.18079682","0.02376649","-0.0019233723","-0.030424474","-0.17961742","0.4362365","-0.019677699","-0.620551","0.5436144","0.40020773","-1.0806326","0.7326661","-0.9407207","-0.9182367","-0.073717736","1.0328969","0.45723018","-3.1171536","0.6484841","-0.47036502","-0.11029888","-0.25323284","0.26895723","-0.81313246","-0.98893994","-1.9309767","-0.5425427","0.24299094","1.7849655","-1.6259392","-3.2619493","-0.14505225","1.8668879","0.2635025","-0.53527844","0.7587968","-2.260514","-2.0108397","-0.8987005","-1.662148","1.8280023","3.90174","-2.9352794","2.8310835","-3.1407323","1.8028173","-2.0276937","-0.46756124","2.6164947","1.4459845","-1.0441436","-0.21769896","-0.30885202","-3.3593276"
"Atopic sensitisation","1.0981762","0.07663172","-0.4715551","-0.06328235","-0.25343218","0.22572972","-0.25493836","-0.5749682","0.123835206","0.6082155","0.09117518","-0.3508923","-0.64045435","-0.5021472","-0.2126186","-0.26469785","0.6476667","-0.36314672","0.66853505","0.79301584","0.12662247","2.7382364","-0.9253599","-2.466945","-2.1353128","-3.3140743","-2.276035","2.7528076","0.4999476","-0.16353397","0.20775463","0.8031703","-0.30928144","0.24310929","0.51194376","-0.5774687","-0.31096017","-0.10204178","0.5803391","-0.15427986","-0.6450794","-0.103681006","0.3696477","-0.18290666","-0.30559868","0.07372156","-0.2146154","0.018073827","0.14137577","-0.3310463","-0.12585051","-0.0062738843","0.19858985","-0.011630015","-0.032328963","-0.18408678","0.1268365","0.26222667","-0.042641718","0.13817292","-0.19992623","-0.1403024","-0.17216739","0.08327066"
"Atopic wheeze","0.20025615","-1.8878824","2.6692774","2.851317","3.6115198","-1.0547137","2.7069564","-1.526291","1.5133206","1.0128853","0.15218632","-0.31985426","-0.88528675","1.0486795","-0.6159148","0.17026055","-0.8028328","0.12028216","1.4046483","0.63891226","0.8965315","-0.6107555","-0.5150606","-0.24150999","-0.27294344","0.16809215","0.32951772","0.20289278","-0.31370246","0.30432796","-0.5699108","0.4708931","0.98192096","-0.08755046","0.26242027","0.42643505","0.27876505","-0.7553854","-0.5554123","-0.8893569","0.9676348","1.1810163","0.35772437","-0.8820947","-0.60648596","-1.5904998","-0.5072113","0.18082234","0.36329934","-0.2936452","-0.12524167","0.3289816","1.5677983","-1.0292861","-0.60010105","0.10420824","-0.43706748","-0.6900152","2.1085293","-0.006910765","-0.40925133","-0.050788276","-0.18685935","-0.80234486"
"Atopy","0.50482553","0.16974543","-0.061746713","0.06663077","0.361285","0.34849727","-0.21089582","0.55350024","-0.113689214","-0.08879603","0.41567925","-0.43477663","-0.04003596","-0.9599331","-0.91056633","0.7478984","-1.1542441","0.4382021","2.1169376","4.168606","-1.0847232","0.06146244","1.3703676","2.3001769","0.7313614","1.0059903","-0.2305379","1.3945001","-2.4573088","-0.10680944","2.9246507","2.5734751","-0.40700337","0.89917827","-2.4952254","-0.35950986","-2.708223","-1.0533648","0.9886992","1.4644673","-0.9596893","-1.2960199","0.17246708","0.47267887","-1.0258912","0.105763555","1.6573758","0.14985818","-0.11052712","0.74849623","0.8882456","-0.96175736","-1.2356192","-0.03724482","0.7976853","-0.7448207","-0.010124353","-0.20149727","-0.6975081","-0.81573564","0.061725277","1.5860797","0.16450119","-0.038337186"
"Atrial fibrillation","-1.3282261","1.8950468","0.678793","-0.20604011","-0.1710554","-0.91830325","1.0732914","1.534562","0.86062145","1.2357336","-0.78800446","-0.6500443","-0.80650985","1.3210337","0.014138545","0.3311624","-0.31495345","-3.6846828","-1.19968","-0.07685356","-0.2739563","-0.25096866","0.45561877","-0.047674872","1.0524251","0.7276421","-0.9918352","1.5608116","-0.0134351095","-1.2490399","2.3358643","-0.702982","0.65867966","-1.2015216","-0.47029495","2.2630534","-0.025863968","-2.5587869","-1.8051124","-0.95128685","-0.6184136","0.57891893","1.9639649","-1.7819684","-0.018737417","1.0196944","-0.15964189","-1.0387087","-0.2930504","0.27578807","0.45484182","-2.0885208","-0.3114423","-0.50460345","0.66655487","-1.1522479","0.9042396","-0.06851894","-1.61528","0.75393265","0.36707333","-1.6256566","1.7941024","0.7441398"
"Atrophic gastritis","-0.74095315","-0.58819354","-0.021257935","-0.41531193","-0.81788266","-1.7744148","-1.2227114","3.793177","-2.123629","-0.90199655","0.36986256","1.8175255","-0.19337057","0.38298774","-1.1178517","0.60393727","-0.7710596","-1.1996106","-0.4129666","-0.653363","2.7380595","-0.14185186","0.5714184","0.9772073","0.3986796","-0.82847387","-1.1261648","0.20664331","1.078093","2.0926893","0.74311566","0.15001301","1.3260463","-0.730986","2.535678","-1.7329298","-2.842629","0.03501984","2.5696607","1.3371809","1.4841864","-2.6610303","-0.3579033","-0.19422728","0.17550115","-1.4085121","-1.4556347","0.68919885","1.3640866","0.84619766","6.0232215","1.7148482","3.236818","1.393224","-1.9486489","0.45402968","2.1378407","0.080613814","-0.82837266","0.7472288","-0.1967775","-0.6817566","0.38339493","0.19736528"
"Attention Deficit Hyperactivity Disorder","-1.3309369","-0.07783295","0.15111089","-0.5573556","0.30996487","0.3555062","-1.6554322","1.2740206","-0.012662226","0.60629237","-0.5889284","-0.2036396","-0.28838697","-0.0036062754","0.1765981","0.70090276","-0.38721564","-1.0589249","-0.13192184","0.32100713","-0.13009046","-0.43148586","2.3585994","0.10959741","-0.13664445","0.13755003","-1.5463545","0.0030569548","0.1426659","-1.2614493","1.7236767","0.6153968","1.2664669","-2.0019467","-1.3176751","-2.0052238","1.9048296","1.5632937","-0.7354769","0.8452177","1.3191711","-2.4342816","-0.75628453","3.7200148","-0.6595782","1.3944662","-0.4102599","-2.0618556","1.3046514","2.4563766","0.8490506","-2.0220923","-1.8512901","-0.70883614","-0.28951004","1.6871331","-0.034256425","0.0069506206","-0.73651177","-1.4281341","1.645261","-0.7442001","-2.5212216","0.42819893"
