"microbe","microbe_full_gip_once_000","microbe_full_gip_once_001","microbe_full_gip_once_002","microbe_full_gip_once_003","microbe_full_gip_once_004","microbe_full_gip_once_005","microbe_full_gip_once_006","microbe_full_gip_once_007","microbe_full_gip_once_008","microbe_full_gip_once_009","microbe_full_gip_once_010","microbe_full_gip_once_011","microbe_full_gip_once_012","microbe_full_gip_once_013","microbe_full_gip_once_014","microbe_full_gip_once_015","microbe_full_gip_once_016","microbe_full_gip_once_017","microbe_full_gip_once_018","microbe_full_gip_once_019","microbe_full_gip_once_020","microbe_full_gip_once_021","microbe_full_gip_once_022","microbe_full_gip_once_023","microbe_full_gip_once_024","microbe_full_gip_once_025","microbe_full_gip_once_026","microbe_full_gip_once_027","microbe_full_gip_once_028","microbe_full_gip_once_029","microbe_full_gip_once_030","microbe_full_gip_once_031","microbe_full_gip_once_032","microbe_full_gip_once_033","microbe_full_gip_once_034","microbe_full_gip_once_035","microbe_full_gip_once_036","microbe_full_gip_once_037","microbe_full_gip_once_038","microbe_full_gip_once_039","microbe_full_gip_once_040","microbe_full_gip_once_041","microbe_full_gip_once_042","microbe_full_gip_once_043","microbe_full_gip_once_044","microbe_full_gip_once_045","microbe_full_gip_once_046","microbe_full_gip_once_047","microbe_full_gip_once_048","microbe_full_gip_once_049","microbe_full_gip_once_050","microbe_full_gip_once_051","microbe_full_gip_once_052","microbe_full_gip_once_053","microbe_full_gip_once_054","microbe_full_gip_once_055","microbe_full_gip_once_056","microbe_full_gip_once_057","microbe_full_gip_once_058","microbe_full_gip_once_059","microbe_full_gip_once_060","microbe_full_gip_once_061","microbe_full_gip_once_062","microbe_full_gip_once_063"
"Enhydrobacter aerosaccus","0.71140456","-0.0077055786","-0.039384715","-0.0317448","-0.110858075","-0.07237774","0.11234666","-0.015607334","-0.057298347","0.038983814","-0.1943053","0.14092478","0.017694436","-0.21908508","-0.17099005","-0.016126141","-0.11734817","0.00034390524","-0.08210072","-0.017170025","0.021040112","-0.022192223","0.043159436","-0.104467064","0.105789065","-0.7247181","0.024008162","-0.18633908","-0.44090274","0.018970834","0.37986252","0.16419114","0.18981259","-0.3934668","-0.006751314","0.5088175","1.0621173","-0.20630929","-0.23524041","1.2872533","-1.2159125","1.5322001","-9.479048","-3.211651","0.81965387","-0.8536188","1.7368989","-3.4649174","-1.3329735","1.0369247","2.018132","-0.3240656","-0.11630817","-0.49029037","-0.022882234","0.5599027","0.82460326","-0.54195017","-0.40164724","0.009617009","-0.0992589","0.2511153","0.3993638","1.503231"
"Enterobacter","-2.2431736","0.003487181","-0.019135281","-0.030791692","0.123604335","-0.018710306","-0.0013409425","0.007502117","-0.028308297","0.021153022","0.23192433","0.11484939","-0.07350651","-0.0199784","-0.002213754","0.07757528","-0.07899244","-0.1858147","-0.10226043","0.004853023","0.26350087","-0.12621453","0.018052284","-0.05780405","-0.039001867","-0.013417405","-0.009536223","0.031145873","-0.0049743806","0.024809007","0.005220233","0.023974178","-0.012302598","0.009424223","0.030813595","0.030809842","0.0013591726","0.027036197","0.027011173","0.061995726","-0.0034743915","-0.4476253","-0.13903356","-0.06644381","-0.11916481","-0.077059574","-0.026642742","0.05465261","0.046038494","0.2716281","-0.32223767","0.17469653","0.022121983","0.088147916","-0.017858926","0.024505273","0.02835537","0.09142226","0.013213008","-0.013821398","-0.13540709","-0.096142076","-0.0129600065","0.01656227"
"Enterobacter aerogenes","0.18762662","-0.0058243466","-0.030764071","-0.033992883","-0.093893826","-0.021169018","-0.05248485","-0.089211494","-0.053144515","-0.00036227176","-0.033468794","-0.04860407","0.046259485","-0.11079419","-0.1250024","-0.04304653","-0.123392686","-0.065035835","-0.11471557","-0.2526873","-0.015549839","0.044410396","-0.033777367","-0.0022029132","0.0058323755","0.017840406","0.070480295","-0.22100575","0.22392087","0.19098525","0.066428006","-0.006225075","-0.03877046","-0.0875161","-0.03747241","-0.044724792","0.04946989","-0.0109626725","-0.066477746","0.095738344","-0.04242648","-0.059277415","0.050584294","0.028997384","-0.019767253","0.0062867114","-0.089757316","-0.1350016","-0.06029474","0.088239454","-0.058367368","-0.19753085","-0.11340257","-0.15568116","0.13594876","0.15988503","0.25302678","-0.18983138","-0.05468521","0.032660406","0.005067416","-0.08510916","0.094477095","0.49955592"
"Enterobacter asburiae","0.71531445","-0.009319268","-0.040068038","-0.043670163","-0.13225996","-0.03851058","0.088572614","-0.057780012","-0.020732235","0.030671587","-0.025079204","-0.07382001","0.06225754","-0.07053884","-0.1366342","0.012912254","-0.13128655","-0.091292106","-0.12843648","-0.082971446","-0.055700902","-0.0035583335","-0.051141147","-0.031112298","0.046329208","0.011697711","-0.014472022","-0.1788011","-0.0053554024","0.022376247","-0.19361755","-0.043663554","-0.17162518","-0.17491895","0.03259325","-0.15451016","-0.07405046","0.025184458","-0.031606935","0.019989543","-0.36974913","-0.22106627","-0.112690315","0.671108","-0.36265078","-0.2514689","0.058202546","-0.19430313","-0.17151958","-0.003503915","-0.2038607","-0.45002317","-0.31594235","0.0080333175","0.13845181","0.30043033","0.6578947","-0.33942294","-0.24441445","-0.24403478","-0.1908469","0.7515053","0.13472244","0.66201806"
"Enterobacter cloacae","-0.9095155","-0.010138651","0.00021830929","-0.033016846","-0.13182849","-0.031567287","-0.04001146","0.117004804","-0.65032977","0.21915792","0.20615925","0.129689","0.0005280195","-0.07872488","-0.4489913","-0.9836991","-0.19850421","0.2413585","-0.078306496","-3.8525321","0.6158489","0.9959136","0.06443681","-0.23120978","0.007550951","-0.03596706","0.1055356","-0.23433416","-0.31454474","0.14096439","-0.031346016","-0.028802788","-0.24144775","0.031595405","-0.009855658","-0.04023391","0.3261859","-0.11601792","-0.38376555","0.2947719","0.007631503","0.13764852","0.18830039","-0.4190809","0.42812946","0.33432177","0.09879699","0.14315943","0.2756432","0.31986424","-0.37772906","0.08100739","-0.42289615","0.3776984","0.4542495","0.39384484","-0.12781218","0.51822513","-0.05756313","0.29652736","-0.06494378","-0.19068053","-0.199391","-0.48847717"
"Enterobacter cloacae B29","0.18464383","-0.005151931","-0.032458156","-0.030953838","-0.09037904","-0.027299026","-0.005325879","-0.062090445","-0.030629257","0.008193528","0.009860842","-0.097421475","0.049827352","-0.051439587","-0.07037916","-0.018881679","-0.077643484","-0.061100338","-0.09266233","-0.048573975","-0.04389181","0.016258799","-0.023203064","-0.015985996","0.009196006","-0.040465917","0.026939573","-0.07173639","0.031383183","-0.04456602","-0.06277121","-0.025466308","-0.045582645","-0.011515986","-0.028530575","-0.02776219","0.081001416","-0.048298668","-0.06659177","0.08126417","-0.014324094","-0.016667234","-0.05211233","-0.03016512","-0.05607956","-0.002605545","-0.04780347","-0.020003723","0.0017743999","0.043176286","-0.13592966","-0.115576334","-0.04669088","-0.04422334","-0.01846267","0.061154038","0.06258199","-0.12467624","-0.031819068","0.0552179","-0.036527302","-0.03580251","-0.014329496","0.10660869"
"Enterobacter hormaechei","0.19448036","0.004623065","-0.07769077","-0.045293048","0.032653514","-0.016799534","0.0929364","-0.39883128","1.0866456","-0.43482837","-0.3271776","-0.4565182","0.2564236","0.023175692","0.79966795","1.9972569","0.18206105","-0.56356597","-0.180359","7.1554604","-1.359681","-1.7739953","-0.19370659","0.17267203","-0.22878605","-0.17179485","0.3173549","0.13155739","0.3167091","-0.23018533","-0.18254928","-0.055603705","0.082614295","0.09763943","0.01615381","-0.034103952","-0.07255054","-0.0099464925","0.08499003","-0.19392465","-0.027184842","-0.37030983","-0.21452396","-0.18890454","0.09369168","-0.07623821","-0.16000155","-0.16223025","0.12824772","0.2408958","-0.060993064","-0.07307158","0.09387914","-0.12567578","-0.8266906","-0.13572408","-0.14597912","-0.38038337","-0.3093335","-0.018929834","-0.20366001","0.13158502","-0.42212045","-0.36149138"
"Enterobacter ludwigii","0.7133503","-0.008053112","-0.028031422","-0.0154464645","-0.09656935","-0.03494969","-0.0040733893","-0.07682437","-0.034606215","0.012373694","0.012034542","-0.1159942","0.065724604","-0.0621717","-0.091133654","-0.014078341","-0.10299305","-0.09781948","-0.12496843","-0.06908445","-0.051087786","0.014743677","0.026725577","-0.010017239","0.02639951","-0.048384275","0.037603874","-0.10450712","0.04047038","-0.065586776","-0.096149474","-0.044471435","-0.07273291","-0.023310415","-0.033451416","-0.05854217","0.111375116","-0.056786936","-0.09608098","0.11364679","-0.023774073","-0.033918332","-0.08058495","-0.030252393","-0.055855647","-0.0131871","-0.089782","-0.016240431","-0.040513016","0.05824374","-0.19089314","-0.21343602","0.02824959","-0.025208963","-0.056565613","0.16047007","0.025595138","-0.13218053","-0.071229555","-0.007189635","-0.09306928","-0.063409835","-0.05666726","0.09707353"
"Enterobacter spp.","0.18942206","0.000111144094","0.008515796","0.19723861","-0.14747925","0.18032889","0.17480797","0.049710903","0.20987733","0.3416429","3.6231267","-4.2690988","0.6184189","2.9702709","0.99665487","-0.9036509","0.48100427","-0.5388651","-0.34474903","-0.110719725","-0.7166746","0.5308412","-0.061317366","-0.29141796","-0.41787282","-0.2990062","-0.08729615","-0.6548881","-0.17471808","0.002657632","0.19487919","0.04015172","-0.43807825","-0.45306835","0.11719571","-0.1509656","0.18507761","-0.25389257","-0.265034","0.8618467","-0.3738224","-0.092008494","-0.018361267","0.102921315","-2.3868983","-0.08628066","-1.4394537","-1.2733767","3.3269236","-0.5073071","2.15137","0.8883156","-0.25050628","-0.49021387","0.1971596","0.61258566","0.17431952","0.21770732","0.124564745","0.7216741","-0.29594576","0.5699264","-0.06452998","1.0952649"
"Enterobacteria","-0.24790798","-0.00055141107","0.03302371","0.1383834","-0.63048387","0.041783392","0.018605113","-0.17007923","-0.03123575","0.14692229","-0.08104003","-0.0183896","0.6916287","0.05880852","-0.010802287","-0.022081692","0.31134552","0.28043273","0.20472878","-0.14908363","0.45159876","-0.20460229","1.1332009","-2.189812","-7.0198097","-1.6287193","-0.6613616","-0.054090247","0.4169232","0.21388867","-0.6936841","-0.23068665","0.33539706","-0.08899611","0.10568543","0.081065826","0.2515001","-0.12768853","-0.12969536","-0.5327036","-0.44854188","-0.13020313","0.08193254","-0.112481035","-0.027475469","0.067617625","-0.041494943","-0.13934042","-0.18266706","0.399296","-0.25989363","-0.10778945","-0.077398464","-0.28992206","-0.25407058","-0.25840607","-0.2015485","-0.32955542","0.23145819","0.10973868","-0.5024338","0.3322988","0.06626825","0.58812726"
"Enterobacteria phage","0.7144825","-0.0070552183","0.06927219","0.00715877","-0.1629234","-0.020446636","0.0011436243","-0.14885505","0.021020994","0.008474109","0.05262775","-0.13128696","0.096059225","-0.03592094","-0.028187005","0.10227657","-0.08029365","-0.047017034","-0.08514383","-0.08535908","0.24070571","-0.08258212","0.13347407","0.10855578","-0.059564784","1.2510324","1.0202956","-0.16657268","-0.9388462","-1.605433","3.53392","1.4671367","-2.0489647","-1.5609418","0.9679757","0.45838085","4.215596","-2.346703","-4.5081396","-7.8996925","-1.7229481","-0.33518556","0.039453946","-0.19105515","0.196486","-0.6530089","0.9199589","0.21738179","0.59962416","0.6208183","-0.24767603","0.41242656","0.2464764","-0.20560783","0.1407558","0.13133442","0.39275226","-0.060913794","0.075467505","0.4172691","0.34345692","0.06105711","-0.36704215","0.9649473"
"Enterobacteriaceae","-2.3246691","0.0066017","0.0013053301","0.0215845","-0.012908565","-0.0023921768","-0.010444378","0.0017911044","-0.009121511","0.012168351","-0.003154868","-0.017918676","-0.0047290334","-0.0142596755","-0.011841477","-0.020436967","0.003680426","-0.0053571574","-0.016716091","0.0020672004","-0.006854268","-0.0036669387","0.0035013952","-0.006494693","0.004003721","-0.009961519","-0.0041661","0.021282991","0.0074687856","0.013231498","0.008252354","0.017303387","0.0014964768","0.013921281","-0.019494083","0.022799565","0.025619956","-0.007736458","0.0014575702","0.020737313","0.0023294324","0.0050661014","-0.018679213","-0.0064702355","-0.010828108","-0.0068231546","-0.03428575","0.018247629","0.002439556","0.010544144","-0.025134794","-0.03469754","0.004183487","-0.023139458","0.014354911","0.008575863","0.009296958","-0.026087614","0.012673889","0.0050059985","0.0015576037","-0.01224095","-0.0066085267","0.023290377"
"Enterobacteriaceae Incertae Sedis","0.7158589","-0.008228794","-0.042490155","-0.04740914","-0.11641984","-0.03515643","0.015506776","-0.09474231","-0.0134092355","-0.049480498","0.0072698486","-0.13776365","0.073197454","-0.064130865","-0.10749187","-0.0323005","-0.12035486","-0.089865044","-0.2012298","-0.089619815","-0.05006367","0.03226577","-0.035534814","-0.038351495","0.043091584","-0.068667755","0.015421661","-0.18750122","0.030860579","-0.071446426","-0.1770227","-0.117105074","-0.022642469","-0.07501384","0.051249623","-0.08730021","0.08834487","-0.06563728","-0.07783298","0.25644812","-0.10521193","-0.09230168","-0.042041864","-0.08180423","-0.10539483","0.0818318","-0.05763303","-0.07712581","-0.017113548","0.1517417","-0.3206616","-0.27715966","-0.5645952","-0.18556164","-0.044600584","-0.11297384","0.400811","-0.5537608","-0.27112752","0.28384385","-0.2768064","-0.16624843","-0.06170756","0.53866184"
"Enterobacteriaceae bacterium","0.71174896","0.038532875","0.6422077","1.6927735","-5.2394896","0.43388087","-0.5598478","-0.5965643","-0.032024615","0.04187655","-0.6583798","0.23398712","1.9136246","0.14846338","-0.2003527","-0.14692384","1.1324822","0.4662744","-0.009666111","0.17377563","0.027745126","0.025749745","0.0012238342","0.24289833","1.1435126","0.04643791","0.31783238","-0.25769398","0.027161298","-0.26371136","-0.3518734","-0.3489123","-0.11764562","-0.07630787","0.2966934","-0.15701936","-0.10526046","0.07098715","-0.28474095","0.91029227","0.066170424","-0.43818346","0.27799243","-0.50648427","0.69672185","-1.2976124","2.62494","1.0340273","0.9654883","0.110229746","0.48902628","0.7979035","-0.46533978","-0.06291601","-1.1017498","-0.37180844","0.9165083","2.5851774","0.44476184","-0.26367715","-0.70243585","-0.83731747","2.679557","-1.4272449"
"Enterobacteriaceae spp","0.7110601","-0.0073770997","-0.037756007","-0.039738182","-0.1063893","-0.03166158","-0.006208793","-0.07377462","-0.045733254","0.035113312","0.0070965425","-0.10694737","0.06560233","-0.058814652","-0.07537405","-0.0175442","-0.079614475","-0.060068004","-0.10434584","-0.049155157","-0.037541125","0.01569969","-0.005308254","-0.061505534","-0.13638222","-0.067054436","0.025248809","-0.07244225","0.020820115","-0.03820624","-0.053871643","-0.007109635","-0.06278515","-0.0044909553","-0.036511682","-0.022060443","0.11480369","-0.07759377","-0.05820941","-0.004627304","-0.020457674","0.0415935","-0.022715606","-0.06007428","-0.18708684","0.039088465","0.0033680957","-0.011249789","-0.018150456","0.1376159","-0.16083282","-0.11813712","-0.025709622","0.03272992","-0.04422195","0.08891828","0.064109735","-0.14344369","-0.004007974","0.21605363","-0.015008912","-0.004743315","0.045306273","0.033487406"
"Enterobacteriales","-0.23072733","-0.015796531","-0.20974553","4.2074103","1.4612676","-0.12305296","-0.04520584","0.120133765","0.25286546","0.21847615","-0.13121527","0.2913881","-0.14833836","0.0023725103","0.01003665","-0.059130896","-0.04399408","0.15086861","-0.029616589","-0.13076454","0.11718477","0.067486055","-0.022279544","-0.0009281982","-0.010691614","-0.1157424","0.026809188","-0.041035116","0.05995685","-0.0022693975","-0.16877446","-0.06791644","-0.047818653","0.008503254","-0.031460777","-0.09883931","0.022061886","-0.02726393","-0.1504424","-0.02680649","-0.047458053","-0.1018143","-0.015308676","0.0829819","0.106738724","0.08037092","0.2431831","-0.17941985","-0.014504759","0.2878951","0.04749928","-0.3211832","-0.4027442","0.23200588","-0.52068233","0.14804356","-0.7529249","-0.07018561","-0.45387653","-0.12799211","-0.015663235","0.13929822","-0.833817","-0.7914419"
"Enterococcaceae","-1.5239755","-0.01064099","0.02063189","0.07069747","-0.05998836","-0.009163379","0.004671998","-0.019703764","-0.10260377","0.22281139","0.161136","-0.063409634","0.28975296","-0.18020622","-0.57419556","0.45813587","-0.15791515","-1.8761715","-0.3767364","-0.25214288","-0.13207637","-0.46184406","3.4458835","0.3316863","0.34450638","-0.004304224","-0.06251954","0.21125196","-0.001763215","0.11026242","-0.18199186","-0.03091613","-0.081528865","0.09085635","0.16850674","-0.05414663","0.17446296","-0.0127645815","-0.062340003","0.07153125","0.17416069","0.35282046","-0.21061836","0.22480458","-0.08666764","-0.29466933","-0.8054674","0.15021399","-0.41268396","0.046250887","-0.32986087","-1.3919095","3.2038877","0.9736729","-0.51586074","3.0752876","-0.9513293","0.8890826","-0.2517325","-1.6018947","-0.6444435","-0.09474737","0.5603091","-0.09987576"
"Enterococcus","-2.324669","0.0066016805","0.0013042599","0.021584613","-0.012907485","-0.0023919267","-0.010444461","0.0017917264","-0.009121131","0.012166719","-0.0031543432","-0.017917873","-0.0047283564","-0.0142581295","-0.011843667","-0.02043644","0.0036807023","-0.005358656","-0.016714146","0.0020658742","-0.0068537197","-0.0036647785","0.0035006085","-0.0064968267","0.0040020007","-0.009962685","-0.004166542","0.021283032","0.0074702343","0.013231327","0.008251236","0.017303387","0.0014969998","0.013920378","-0.019494489","0.022799885","0.025617773","-0.0077361926","0.0014529745","0.02073789","0.0023288806","0.0050576567","-0.01866809","-0.006461911","-0.010828333","-0.0068383166","-0.03429298","0.018246392","0.002427277","0.010549095","-0.025162786","-0.034702666","0.0041939258","-0.023143955","0.014321708","0.008614897","0.009308015","-0.026116427","0.012580932","0.0048865443","0.001489628","-0.012188698","-0.0068638828","0.023212317"
"Enterococcus casseliflavus","0.18643184","0.0065104356","-0.09241274","-0.043610077","-0.010387039","-0.033455383","0.004033046","-0.06935355","0.052168824","-0.050678298","-0.015939815","-0.067976825","0.12313221","0.007616213","0.026027663","0.04173866","0.004934976","-0.0725519","-0.09024651","0.35133043","-0.11020543","-0.06569771","-0.06346442","0.12143054","-0.038794335","0.13375416","-0.11035404","-0.046229962","-0.10110646","0.078840435","-0.028446004","0.017359667","-0.078890465","0.06459745","-0.049562708","0.05095551","0.12976658","0.004056528","-0.3007038","0.20433676","0.20572644","-0.23230065","-0.15891457","0.027727865","-0.31523558","-0.2565812","-0.3309641","0.19568494","-0.20753601","-0.03275355","-0.039352827","-0.08334856","0.32625818","-0.16182418","0.8750335","-1.1959714","-0.43008566","0.39441368","0.44209614","-0.1289637","0.18443894","0.1483934","1.8538917","0.9940435"
"Enterococcus durans","0.71298444","-0.007757149","-0.03953807","-0.043444112","-0.1084302","-0.033377327","-0.004003463","-0.077664375","-0.035785828","0.0061942865","0.011799844","-0.11833577","0.06372357","-0.060121186","-0.08543339","-0.019767027","-0.099395975","-0.07658564","-0.11961684","-0.062872194","-0.053646028","0.022495074","-0.03219637","-0.015973987","0.020498488","-0.04839585","0.036487352","-0.10324003","0.040286638","-0.06419609","-0.08876926","-0.040191323","-0.065453686","-0.021371694","-0.0368637","-0.048823994","0.09959442","-0.06136443","-0.09573236","0.111899875","-0.021770123","-0.035803128","-0.06975465","-0.03811603","-0.050934996","-0.0045178616","-0.053023238","-0.04377442","0.0014445635","0.048061907","-0.19423306","-0.15247282","-0.08658452","-0.06400721","-0.036233768","0.0919922","0.095775925","-0.1820016","-0.058838103","0.04874424","-0.07360751","-0.060202178","-0.031904478","0.16857499"
"Enterococcus faecalis","-2.0687187","0.0017977925","-0.4975904","0.037343033","-0.12924325","0.0061430833","-0.013060524","-0.000736552","-0.035971466","0.028768547","0.42516455","-0.0832142","0.08516278","-0.3235906","-0.22354423","0.30553496","-0.2688248","-0.051094644","1.1753055","-0.06692876","-0.14755765","-0.011079569","-0.09240326","-0.05296342","-0.049305145","-0.07105973","0.17647426","-0.07620769","0.005512597","-0.1882199","0.051763613","-0.18796022","0.35012576","-0.052638084","0.5772162","0.16078497","0.096340604","-0.04945584","-0.02309303","0.068917684","0.0001672104","0.10024523","-0.15019462","-0.0058719288","-0.5031696","-0.119244955","-0.5050098","0.25725523","0.10299386","-0.15638648","0.3259165","-0.2211636","0.2427741","-0.28674558","0.28315103","-0.29163685","0.07162841","0.13327104","0.15353145","0.30417627","0.09040858","0.0078463005","-0.023998857","0.063336775"
