"microbe","microbe_full_gip_once_000","microbe_full_gip_once_001","microbe_full_gip_once_002","microbe_full_gip_once_003","microbe_full_gip_once_004","microbe_full_gip_once_005","microbe_full_gip_once_006","microbe_full_gip_once_007","microbe_full_gip_once_008","microbe_full_gip_once_009","microbe_full_gip_once_010","microbe_full_gip_once_011","microbe_full_gip_once_012","microbe_full_gip_once_013","microbe_full_gip_once_014","microbe_full_gip_once_015","microbe_full_gip_once_016","microbe_full_gip_once_017","microbe_full_gip_once_018","microbe_full_gip_once_019","microbe_full_gip_once_020","microbe_full_gip_once_021","microbe_full_gip_once_022","microbe_full_gip_once_023","microbe_full_gip_once_024","microbe_full_gip_once_025","microbe_full_gip_once_026","microbe_full_gip_once_027","microbe_full_gip_once_028","microbe_full_gip_once_029","microbe_full_gip_once_030","microbe_full_gip_once_031","microbe_full_gip_once_032","microbe_full_gip_once_033","microbe_full_gip_once_034","microbe_full_gip_once_035","microbe_full_gip_once_036","microbe_full_gip_once_037","microbe_full_gip_once_038","microbe_full_gip_once_039","microbe_full_gip_once_040","microbe_full_gip_once_041","microbe_full_gip_once_042","microbe_full_gip_once_043","microbe_full_gip_once_044","microbe_full_gip_once_045","microbe_full_gip_once_046","microbe_full_gip_once_047","microbe_full_gip_once_048","microbe_full_gip_once_049","microbe_full_gip_once_050","microbe_full_gip_once_051","microbe_full_gip_once_052","microbe_full_gip_once_053","microbe_full_gip_once_054","microbe_full_gip_once_055","microbe_full_gip_once_056","microbe_full_gip_once_057","microbe_full_gip_once_058","microbe_full_gip_once_059","microbe_full_gip_once_060","microbe_full_gip_once_061","microbe_full_gip_once_062","microbe_full_gip_once_063"
"Dolosigranulum","-0.9042362","-0.007879224","-0.004070252","0.040685367","-0.4290179","-0.40979618","2.9757097","1.3566823","0.4718378","0.44690776","0.00709478","0.19498551","0.09755492","-0.1837962","-0.19472955","-0.17159365","-0.09848854","0.047319915","-0.087383434","0.04944058","0.02901512","0.025054064","-0.04459486","0.02365191","0.0687031","-0.17636533","-0.02051825","-0.20694813","0.06919206","-0.012117868","0.0073819687","0.004835251","0.03724256","-0.19311112","-0.0044591147","-0.062839784","0.08680269","-0.07410373","-0.12232405","0.121107824","0.04209245","-0.07734483","0.6972607","-0.2075303","0.10614675","0.35344648","0.047150746","-0.14776616","0.05353274","-0.40627408","-0.31709704","0.22047171","0.031786762","0.05872577","0.09389558","0.10887638","0.017598081","-0.14611824","-0.17801347","-0.17014717","0.23680894","-0.2483145","0.5434139","1.4650271"
"Dolosigranulum pigrum","0.18735942","-0.0055494513","-0.034937266","-0.03988168","-0.09623143","-0.031032756","-0.0065735984","-0.074099444","-0.03374652","0.004937811","-0.10258402","-0.020663098","-0.01865175","0.13866454","0.17323633","-0.16337898","-0.025438352","-0.19341135","-0.14578258","-0.06325362","-0.036249943","0.018543182","0.04266679","-0.026756268","0.0119738495","-0.048386108","0.05829884","-0.090049155","-0.008251051","0.002609362","-0.11219047","-0.004040118","-0.16885054","-0.04017765","-0.010562908","-0.010955614","0.06238203","-0.047538154","-0.06709908","0.1266617","-0.065419964","-0.059964124","-0.18106693","0.18894868","-0.31511652","-0.16341934","-0.1930478","-0.16704327","0.20507227","-0.055718582","-0.05670108","-0.19916211","0.058566812","-0.19042021","-0.005849164","0.56943804","0.39153865","0.11273418","-0.04479799","1.8551474","-0.38880968","-0.015016388","-0.121477455","0.10988712"
"Dorea","-2.3246605","0.0066013252","0.0013027177","0.021563401","-0.012896896","-0.0023936743","-0.010439816","0.0017946512","-0.009136785","0.012173701","-0.0031686474","-0.017958786","-0.0047673513","-0.014245226","-0.0118262","-0.020407433","0.0037024429","-0.005326793","-0.016711976","0.0020961857","-0.0068961727","-0.0036656198","0.0034633204","-0.006530247","0.003995699","-0.009970667","-0.0041590133","0.021272663","0.007472174","0.013232013","0.008240711","0.01729865","0.0014836718","0.013918976","-0.01949788","0.022789098","0.02563112","-0.007772932","0.0014925804","0.020725654","0.0023354406","0.005086012","-0.018678969","-0.006469711","-0.010826194","-0.0068306727","-0.034262538","0.018280244","0.0024823798","0.010576493","-0.025197305","-0.034648273","0.0041844994","-0.023097001","0.014335866","0.008603883","0.009284083","-0.026076186","0.012614779","0.00496761","0.0016208325","-0.0123365475","-0.006618955","0.023223314"
"Dorea formicigenerans","-1.3525369","3.419271e-05","-0.0660618","-2.0676506","-0.115787014","-0.035727736","-0.028019818","-0.093747705","-0.3060796","-0.185375","-2.1202345","2.750984","1.6645908","1.2355472","-1.9290962","1.6234052","0.96589077","1.0575651","0.5601179","-0.69973886","0.3813719","-0.7757907","-0.07843804","0.22996481","0.48525932","0.25123483","-0.034693062","0.021311","0.07249318","-0.09784962","-0.11854898","-0.161886","-0.13128929","0.15617652","0.23968136","-0.08332419","0.11397466","0.28472495","-0.1675896","0.00435157","-0.19346312","-0.9212609","0.27956873","0.14218143","0.9026341","0.4256046","0.8045153","-1.0998479","0.24176359","0.7130059","-0.8812428","0.50624585","-4.1617985","-0.37979308","-1.4421989","-3.0472734","-3.7711864","-2.1674776","-0.83559346","1.4718736","0.13879761","2.4555318","-2.3719728","-2.182447"
"Dorea longicatena","-0.8983774","0.004703527","-0.015010492","-0.19469604","-0.07832209","-0.02119454","0.010290608","-0.13581622","-0.07649828","-0.021833258","-1.6995695","1.3807714","-0.90538484","2.3395567","3.1099515","-1.698109","0.82812196","-1.3141634","-0.28297803","-0.2512092","0.4584288","-0.08711851","-4.5033126","-0.6396148","-0.45598358","-0.22439557","0.087128185","-0.21282876","0.13041404","-0.14812082","-0.054285523","0.06325897","-0.3401445","-0.26386482","-0.036441315","-0.12918349","-0.12723087","0.10967507","-0.11353633","-0.06784915","-0.18073301","-0.12611455","-0.16363217","0.36039355","0.9106032","0.19282277","0.40357995","-0.5570436","0.20347103","0.7760243","-0.8862469","-0.6238832","-0.8861647","0.05645117","-1.1726456","-0.7755593","-3.63141","-0.46827194","-0.38604814","0.22939584","-1.2133305","2.4633265","-0.80471134","-0.72242594"
"Duodenibacillus massiliensis","0.7129818","-0.007797284","-0.039520845","-0.043242488","-0.10851467","-0.033541806","-0.0041118297","-0.07752292","-0.03573641","0.0060648937","0.012228945","-0.11822357","0.06388877","-0.060337357","-0.085808344","-0.019715521","-0.09932174","-0.07660939","-0.11967845","-0.06280602","-0.054176997","0.022191865","-0.032328203","-0.016188156","0.020613598","-0.048414372","0.03642171","-0.10329795","0.040547356","-0.06405002","-0.08908828","-0.040607765","-0.06514672","-0.021141637","-0.037072565","-0.0486829","0.09977","-0.061545916","-0.09444537","0.11299442","-0.021641035","-0.0364724","-0.06936591","-0.038360447","-0.051507775","-0.004619589","-0.053113557","-0.04487662","0.0006623487","0.04684545","-0.19375966","-0.15233822","-0.08814231","-0.06431939","-0.034787465","0.09098635","0.095582485","-0.18352987","-0.055993922","0.049305394","-0.07314619","-0.060698494","-0.031396657","0.16863866"
"Dyadobacter","0.71516126","-0.007791426","-0.033172246","-0.048708525","-0.13582332","-0.016802581","-0.016144931","-0.11549927","0.24861655","-0.08899483","-0.0075168638","-0.068347305","-0.024125606","0.16488068","-0.30722344","0.11837331","-0.09603703","-0.105281144","-0.1421198","-0.12272662","0.08393758","0.4244699","-0.0010340051","-0.08053762","-0.11286435","-0.05111377","-0.05982631","-0.173688","0.041824188","0.01692945","-0.26019225","-0.13979422","-0.015387685","0.045537226","0.24501577","-0.09295235","0.2725451","-0.23731181","-0.3068764","0.24380575","-0.14000586","-0.659243","-0.33299676","0.6611744","1.7748725","-0.3318548","-0.65469235","-1.2033039","1.1628449","0.32176256","0.002594778","-1.393405","0.18669404","4.742116","-0.43012336","-1.9111996","0.6560351","0.11353536","0.17727475","0.65303457","2.153635","-2.0278332","4.0532827","1.7942051"
"Dyella","0.7187504","0.013369881","-0.043339748","-0.023749053","-0.11195144","-0.042279657","-0.003930087","-0.09666578","-0.07612748","-0.037073724","0.121642895","0.06254733","0.045327526","0.08913715","-0.34577575","-0.1948134","-0.10045128","-0.08707633","-0.3341456","0.009760456","-0.3368446","0.0411033","-0.17051779","1.3008212","-0.5604201","-0.2720281","0.4858587","-0.70206213","-0.17961557","-0.07037103","-0.53951526","-0.13086985","-0.76845664","0.5288279","-1.3171982","-0.7442351","0.67663413","-0.5815103","-1.1199746","0.34340042","1.1345109","10.855284","0.54282355","3.046727","3.2844849","-1.0273094","-1.7607715","1.1444881","1.3624219","0.50010264","0.77485836","0.6834097","0.5397124","-1.800764","-2.7655647","-2.9399722","1.7976637","-1.8199548","0.0177552","0.56542623","-0.26770005","0.10064297","0.16613227","0.028270895"
"Dysgonomonas","-1.3490052","1.6262666","-0.027390856","-0.018287968","-0.03326429","-0.048987966","0.00091019674","-0.050139446","-0.0047461786","0.014626834","-0.01029831","-0.05333555","0.008161806","-0.17735629","-0.18060058","0.06254856","-0.05405056","-0.02567874","-0.12544507","-0.10046965","-0.06613901","-0.012076308","-0.13918616","0.0010073073","-0.01423808","-1.0792437","2.143154","1.0408143","-2.5337622","1.9177004","0.017182384","0.30849415","-0.49183628","1.0553201","0.28654596","0.06138307","-0.12552358","0.39146942","-0.14252555","-0.13133694","0.16022865","-0.22491425","0.2242418","-0.49368227","-0.5460675","0.32597432","-0.48014575","-0.16907133","0.9680169","0.12604284","0.21811445","0.6742258","0.3105855","-0.20535924","0.020939313","0.098284386","-0.7328655","-0.031940877","0.07689466","-0.57752186","-0.8488222","0.8216753","0.23896977","0.24453922"
"Dysgonomonas wimpennyi","0.20264879","0.027581671","0.024200656","-0.08193897","0.3374407","7.497585","0.652584","0.69850075","-0.4639074","0.11731187","-0.08016124","0.20965159","-0.10882647","-0.46297565","0.09703758","-0.0013020118","-0.20770942","-0.004502331","-0.12034864","0.109176785","0.1447438","0.05503015","-0.028815629","-0.26753482","0.19458185","-0.08249691","-0.021195645","-0.16632244","0.029700268","-0.5799524","0.4556508","-0.047454","-0.008757323","-0.9975952","0.31726688","-0.31883657","-0.4518181","0.0779785","0.2358544","0.2099297","-0.68200666","0.9644013","1.6580459","-1.9621061","0.24718736","0.52575636","-0.6095089","-4.9437065","-2.6701744","-2.554366","-0.8311958","5.0275","2.8002396","1.3216206","0.43571475","-0.89667654","0.96159005","0.4062036","0.73573","0.6491182","-0.4186041","2.023741","-0.59753925","-2.0509036"
"E. coli","0.7139201","-0.007983527","-0.03995181","-0.04471181","-0.110580854","-0.034176763","-0.0039906125","-0.07955791","-0.03650931","0.0061659953","0.012412613","-0.12235905","0.06680815","-0.062199388","-0.088962935","-0.019923853","-0.10402019","-0.08022511","-0.12477289","-0.06610363","-0.05737538","0.023713069","-0.033228796","-0.016544113","0.021215726","-0.049804155","0.040092327","-0.11346121","0.042236608","-0.071257725","-0.09527287","-0.044997673","-0.072224446","-0.025046244","-0.038073614","-0.055210754","0.10703861","-0.06686663","-0.10405345","0.12293711","-0.023396604","-0.039162207","-0.07544184","-0.041455768","-0.055444937","-0.004144697","-0.055358876","-0.051979568","0.0008551989","0.051847","-0.21618035","-0.1688509","-0.09984373","-0.07008278","-0.043427646","0.10405697","0.10768374","-0.20671518","-0.06968851","0.055769105","-0.084669136","-0.06887088","-0.03629261","0.19293463"
"EBV","0.715865","-0.008378968","-0.03814968","-0.04560711","-0.10971714","-0.024850616","-0.058355775","-0.112786695","-0.04246128","-0.011082749","-0.044476394","-0.06628329","0.062614836","-0.12628052","-0.12589464","0.002042672","-0.14190398","-0.09102479","-0.13646203","-0.098279335","-0.056157917","0.00080986955","-0.04741276","0.0029800625","-0.0015421825","0.013319606","0.09810403","-0.25178993","0.26613128","0.19770867","0.059048347","-0.015318101","-0.043894865","-0.09500626","-0.038922917","-0.05971324","0.049503632","-0.013386458","-0.07516206","0.09870509","-0.047073375","-0.09155222","0.040414296","0.020238","-0.013216499","0.0038064702","-0.104617536","-0.16377996","-0.05618716","0.108998336","-0.0748834","-0.22073013","-0.119675204","-0.17924677","0.08207462","0.16807617","0.26420465","-0.23755138","-0.090197444","0.03356534","-0.014359061","-0.08114283","0.064940855","0.5029737"
"Edaphobacter aggregans","0.71215904","-0.0075658546","-0.038896386","-0.04124144","-0.106378414","-0.032540545","-0.0040689944","-0.0758586","-0.0351186","0.0072394107","0.015889054","-0.121012725","0.062298838","-0.05864742","-0.0843148","-0.021403132","-0.096836455","-0.07461244","-0.11586394","-0.057821635","-0.054940905","0.016907377","0.010249102","-0.011606083","0.021813963","-0.04125419","0.025592238","-0.09647075","0.040888153","-0.05662179","-0.08266226","-0.03440565","-0.056382634","-0.020609418","-0.037753332","-0.03645942","0.09610565","-0.053564828","-0.10187094","0.11691013","-0.019876823","-0.04763062","-0.07362863","-0.035668917","-0.03899606","-0.052518036","-0.092396334","-0.0010525214","0.0006353136","-0.08440468","-0.14961787","-0.09554418","-0.018554665","-0.14859545","0.101104826","0.123402655","0.34105578","-0.13150646","0.0008830783","0.03335372","0.03517503","-0.23353368","0.09604099","0.2726968"
"Edwardsiella","0.1968594","-3.9929326","-0.036741823","-0.12244881","-0.14339764","-0.014156312","-0.02968297","-0.1165514","-0.0077868206","0.10361304","0.03722097","-0.22273153","0.12251952","-0.14533386","-0.18053442","-0.0065078367","-0.2545983","-0.13838828","-0.30701846","-0.118127964","-0.18708469","0.092235684","-0.4147376","-0.043847486","0.02863441","-0.86173403","-0.6445096","3.6636093","-0.84306985","1.001733","1.068367","0.504944","0.22362205","0.29196203","0.068444185","0.31717885","-0.06947996","-0.16777349","0.75088507","-0.25870407","0.029591762","0.07773495","-0.051510934","0.32816768","0.51202565","-0.073657624","0.12636186","-0.1893732","0.57848775","0.06595987","-0.2659423","-0.3216422","0.33513546","-0.34939963","0.004470805","-0.5852203","-0.054016165","0.43773314","0.0013721727","-0.14144173","0.13544902","-0.17236051","-0.0756368","-0.5709687"
"Eggerthella","-2.3124692","0.0063271928","0.0031038278","0.023016635","-0.01962402","-0.0013453846","-0.00941807","-0.0009846841","0.01320432","0.00297328","0.005626752","-0.01494275","-0.037673574","-0.025826069","0.0015408761","-0.010476234","-0.0076363073","-0.01694615","-0.0026540656","-0.05025607","-0.0593747","0.019089298","-0.0015624902","0.028323583","-0.030858697","0.04016143","-0.040926546","-0.0075446707","-0.044397596","0.03750626","0.029075269","0.008005731","0.021893194","-0.0057795476","0.02910304","0.045995727","0.037245214","-0.0052100383","0.01362042","0.048501756","-0.048823137","0.03448816","0.013301304","-0.04387957","0.00027045625","-0.004285722","0.0014010194","0.04397014","-0.01643235","-0.03869815","-0.0154273985","-0.082348324","-0.024904508","-0.0010106413","0.03440882","0.026388563","0.0043649925","-0.02374199","0.016784742","0.0040445807","-0.009181002","0.014358087","0.017735634","0.041434493"
"Eggerthella lenta","-1.8703347","0.009720477","0.027219981","-0.008690436","-0.036458198","0.07040578","-0.061622452","-0.15287149","1.1148814","-0.39831522","0.2523891","0.07786378","0.0631896","-0.18598406","0.1267244","-0.3124269","-0.2935308","0.18535109","0.06010162","-0.52898306","-0.6284421","-1.4284875","-0.18349294","1.5931938","-0.59555936","0.7250554","-1.2596725","-0.40306303","-0.7873828","1.1052315","-0.4463468","-0.0076879985","-0.027751258","0.30388758","-0.3391625","0.120909534","0.5390486","-0.15673473","-0.2561511","0.16848303","-0.4276813","-0.1438756","-0.035021022","-0.5370505","-0.042719312","-0.6460287","0.3090679","0.5407365","-0.2452232","-1.0462813","-1.047522","0.047434594","-0.21417855","0.6928084","0.23747502","0.3138275","0.30804932","0.15585122","-0.02280568","0.15212281","-0.28734902","0.8261581","0.2938094","0.23009272"
"Eggerthella sinensis","0.71383","-0.00812636","-0.041944083","-0.054373335","-0.10173651","-0.040109824","-0.006854098","-0.08525198","-0.033693597","-0.0142733455","-0.16493192","0.09777131","0.025807882","-0.22896954","-0.14257808","0.027155235","-0.14954013","-0.050563686","-0.15696031","-0.047112413","-0.034055497","-0.06376933","-0.081206486","-0.019086588","0.009992278","-0.033292033","0.034747448","-0.13290317","0.012161778","-0.09013512","-0.10008434","-0.07034664","-0.040374197","-0.15001076","0.051704425","-0.08381051","0.010466657","0.075916454","0.027633483","0.0646456","-0.48846078","0.07991944","0.10558985","-0.17048575","0.115289524","0.009676461","-0.20484811","-0.0033288072","0.16978806","0.29388058","-0.359615","-0.29767543","-0.3569882","0.06306024","-0.07796246","0.06541568","-0.42510712","-0.26475","-0.019751223","0.10954102","-0.28164816","0.28338915","-0.26101664","0.01196984"
"Eggerthellaceae","0.18656883","-0.0003296344","-0.038816795","-0.06890383","-0.049018558","-0.03629453","-0.005349077","-0.047005124","-0.034863975","0.0015165102","0.027138516","-0.11586285","0.01946896","-0.10461885","-0.09995861","-0.002376245","-0.14236408","0.00059041305","-0.053475622","-0.049999423","-0.04967624","0.04449887","0.059258163","-0.022525158","-0.02944013","-0.062108826","0.058108926","-0.077125125","-0.028420914","-0.03898214","-0.08251355","-0.0955721","0.05085682","0.02647585","0.18210398","0.018205501","0.19948402","-0.22132315","0.13828067","0.054759536","0.03188702","0.13656694","0.00012657589","-0.22330771","-0.35083312","0.045185793","0.25138706","0.107780136","-0.08475112","0.20711353","-0.22449176","-0.19454883","-0.058794253","0.2883689","-0.42712644","0.06249054","0.42622864","-0.17656046","-0.013509927","0.14870612","-0.23547666","-0.13488801","-0.056328982","0.08938443"
"Eggerthellales","0.7126785","-0.007663001","-0.03759563","-0.08291019","-0.12346713","-0.032528587","-0.0037561327","-0.07905182","-0.039463773","0.0027090795","0.013705956","-0.12319858","0.06639721","-0.060732722","-0.086109504","-0.019153105","-0.09816962","-0.080004714","-0.12035665","-0.05973824","-0.056795135","0.020416195","-0.031505965","-0.0145958","0.020840496","-0.045781255","0.033054464","-0.10148782","0.0385897","-0.06384053","-0.08162948","-0.03741685","-0.06202877","-0.02289155","-0.036259443","-0.043230485","0.100625716","-0.061328422","-0.08663015","0.115492165","-0.02169098","-0.029475167","-0.06846865","-0.043694343","-0.06131135","-0.009097345","-0.06708089","-0.033424202","0.00090746663","0.034973323","-0.19815978","-0.13721064","-0.0671941","-0.076161675","-0.0044238353","0.08235675","0.14137079","-0.1816289","-0.027333666","0.058665533","-0.07225251","-0.07172775","0.023515677","0.22324245"
"Eikenella","-1.9464539","0.01048352","0.03597279","0.95718735","-0.29879454","0.1514632","-0.9846345","-0.4667097","0.14422652","0.8816638","-0.103108056","0.10310706","0.207955","-0.0018859365","-0.019847965","-0.02262041","0.2252483","0.18135111","-0.003271262","0.028934455","-0.03748992","0.050988205","0.009707742","0.086043514","0.16082232","0.005461355","0.06441461","-0.054747302","0.075059615","-0.08243511","-0.13580662","-0.10523388","-0.11425593","0.08563612","0.07802241","-0.122346416","-0.101400204","0.09709445","-0.062265057","0.168411","-0.24198644","0.21424101","0.15473124","-0.17074774","0.1728163","-0.32704523","1.0027364","0.058353126","0.16458753","-0.49186376","-0.025611544","0.30424997","-0.14776012","0.040981624","-0.5622326","-0.10938248","-0.36749005","0.74814653","-0.059566062","-0.30226883","0.36320284","-0.57729995","0.5930177","0.04206143"
"Eikenella corrodens","-0.23256107","-0.008536371","-0.046673518","-0.26634574","0.21121351","4.0457134","0.23138954","0.2479971","-0.41279548","-0.28166848","-3.3517125","3.842736","-0.47553226","-2.7370608","-0.98507226","0.82003105","-0.77546084","0.32671735","0.079734854","-0.09865381","0.43761256","-0.6290023","-0.0020115422","0.061296396","-0.024482505","2.3636708","-5.0270834","0.82812244","4.302795","-3.35656","0.6714089","-0.5554527","0.85613066","-1.733388","-0.2263314","-0.6187332","-1.1803012","0.4178093","0.96888936","-1.4741932","1.4531105","0.5238997","-1.3315614","0.49027413","0.2601905","1.4044129","0.31189895","2.0498383","1.3783978","-0.39601782","0.3166074","-0.3741985","0.1843466","0.49373558","0.38765782","0.12792167","0.1599169","-0.30819342","0.61598074","0.79635423","-0.046658713","-0.70931107","-0.15777461","-0.29588556"
"Eisenbergiella","-1.6603984","-0.015967457","0.0014252425","0.053292222","-0.108901605","-0.0642946","0.28203955","0.0755761","-0.22662249","-1.6316729","0.5402857","-0.25300092","0.17495781","-0.4392928","1.8463132","1.8368362","-0.27886796","0.63180536","-0.44015065","-1.1728789","1.3055025","-2.2988913","0.07623305","-0.15508884","0.35147187","0.0069556073","0.10225963","0.05292531","0.05320557","0.16923274","0.09317698","0.007232734","-0.008047193","-0.027545769","0.010512233","0.25027922","-0.018381687","0.25993386","0.4583281","0.14653118","-0.35118738","-2.2506785","-0.13824324","-0.7854196","-0.75665915","0.2381471","0.562502","-0.27054206","-0.21676277","-0.025983412","-0.45391515","-0.505868","-0.26314664","0.3394258","0.55758137","0.6980836","-0.2652252","0.5376318","-0.18697582","-0.1932263","0.30049926","0.064764306","0.29964823","0.13193278"
"Eisenbergiella massiliensis","0.72026294","-0.009178656","-0.04691249","-0.053136922","-0.13630483","-0.041698843","-0.005857825","-0.09528584","0.012782044","-0.086741544","-0.0009956738","-0.1761558","0.09981512","-0.06726048","-0.034943357","0.14407283","-0.12870127","-0.05731356","-0.1880707","0.719785","-0.24325044","-0.15443315","-0.101658605","0.027133677","-0.23703928","-0.16109434","0.22475237","-0.2336959","0.15560432","-0.19244736","-0.4029602","-0.18832755","-0.29362193","0.3434507","-0.30263692","-0.3112206","0.52212095","-0.51251376","-0.5687027","0.17108418","1.5148304","3.4717586","-0.5680049","1.7008988","0.24316674","-0.6689438","-0.45537484","-1.3318925","-0.098944604","2.0335643","-3.6538267","1.484602","-5.1923857","2.1405983","10.17212","3.3934097","-2.9569767","3.727409","0.78169364","-0.28787482","0.5825848","-0.26276034","0.51334035","-0.12861374"
"Eisenbergiella tayi","0.72026294","-0.009178656","-0.04691249","-0.053136922","-0.13630483","-0.041698843","-0.005857825","-0.09528584","0.012782044","-0.086741544","-0.0009956738","-0.1761558","0.09981512","-0.06726048","-0.034943357","0.14407283","-0.12870127","-0.05731356","-0.1880707","0.719785","-0.24325044","-0.15443315","-0.101658605","0.027133677","-0.23703928","-0.16109434","0.22475237","-0.2336959","0.15560432","-0.19244736","-0.4029602","-0.18832755","-0.29362193","0.3434507","-0.30263692","-0.3112206","0.52212095","-0.51251376","-0.5687027","0.17108418","1.5148304","3.4717586","-0.5680049","1.7008988","0.24316674","-0.6689438","-0.45537484","-1.3318925","-0.098944604","2.0335643","-3.6538267","1.484602","-5.1923857","2.1405983","10.17212","3.3934097","-2.9569767","3.727409","0.78169364","-0.28787482","0.5825848","-0.26276034","0.51334035","-0.12861374"
"Elizabethkingia","0.20220612","0.0018690994","5.085393","-0.023194842","0.574362","-0.1385181","0.120683","-0.22914751","-0.24678585","0.11829871","0.01725271","-0.101600274","0.14142527","-0.07922816","-0.018736754","0.10054373","-0.054614775","0.009022841","-0.09065159","0.03440875","0.21038334","-0.0662088","0.08808751","0.07377428","-0.004750305","1.010146","0.93701106","-0.2299761","-0.7501119","-1.4544035","2.8600645","1.1362343","-1.7922001","-1.3381659","0.7963611","0.23649366","3.6532555","-2.0596828","-4.082538","-6.57826","-1.5795503","-0.4518501","-0.3223053","-0.4237145","-0.5540679","-0.8859086","-0.20160672","1.4661819","-0.9883619","0.5577244","-0.008656556","-0.3523992","1.0905784","-0.2939707","1.105111","-1.9722291","-0.13695413","0.5052487","0.5931926","0.55090624","0.6107499","0.25515386","-0.23390672","0.28065434"
"Elusimicrobia","0.7199999","-0.009286114","-0.048037473","-0.05167966","-0.12720004","-0.036851134","0.0015334776","-0.096955754","-0.03785712","0.011332874","0.12643856","-0.28853127","0.11187856","0.01583395","-0.07795928","-0.055585295","-0.13006094","-0.1347218","-0.18927602","-0.09994249","-0.11012605","0.06637076","-0.0797235","-0.021476066","0.077457726","-0.11430456","0.07517566","-0.2949409","0.0804832","-0.1595356","-0.2081016","-0.12657896","-0.1917685","-0.11522115","-0.0668376","-0.19439995","0.23409595","-0.19005652","-0.30636364","0.35367906","-0.14887185","-0.3282059","-0.20984669","-0.13232231","-0.21865653","0.20284675","0.18830031","-0.5667854","0.13053137","0.68972164","-1.304192","-1.1815997","-1.087946","-0.8554305","-1.2692871","2.836076","0.97159165","-4.1104717","13.938468","-1.5736657","1.2929271","0.05522027","-0.71168405","-2.245651"
"Elusimicrobiaceae","0.71107584","0.00014504242","0.014733681","0.23533762","-0.14592427","0.2289168","0.18890591","0.07122261","0.2455834","0.39118105","4.1895175","-4.9013305","0.6719847","3.4236348","1.165218","-1.0366609","0.5781487","-0.5812783","-0.43626428","-0.09433698","-0.7981273","0.60491157","-0.12457452","-0.033086132","0.13038981","-0.5440511","-0.12109732","-0.5024595","0.06465714","0.09357217","-0.0024349906","-0.0024205348","-0.19767214","-0.25623724","-0.08943074","-0.20078245","0.0048157685","-0.19295454","-0.17334023","0.21498656","-0.37835118","-0.13752952","0.28234068","0.1577388","0.037420057","0.4733446","0.38236222","-0.49602756","0.022201074","0.57556903","0.28441387","0.09268007","-0.16048671","-0.078620285","-0.28207064","0.069892","-0.45656112","-0.004047485","0.14620844","0.098336026","-0.2792299","0.5001369","0.15834796","0.48674178"
"Embellisia","0.2032755","-0.060488567","-0.06692147","-0.118316256","-0.06403675","-0.037280764","0.09870147","-0.101685554","-0.10210753","-0.1362436","0.0806355","-1.20212","-3.596987","-1.4259381","-1.3498447","0.08674767","6.584924","-0.18077719","0.9328668","-0.41735545","0.78678083","-1.7380309","0.057102505","0.14621533","0.21475574","-0.024503523","0.09206405","0.0023910468","0.3626055","0.36559182","-0.65826607","0.100331","0.09264641","-0.6057074","-0.0683786","0.16023943","0.26568842","-0.122325696","-0.062365863","-0.016252605","0.1250431","0.10561341","-0.09274026","-0.19395895","0.058005072","-0.08018146","0.17090814","0.2577835","0.18567269","-0.18064696","-0.57118404","-0.1534495","-0.34495717","0.22684333","-0.3759396","-0.16767931","-0.40686688","-0.26420975","-0.13289163","0.24195498","-0.16277885","1.0051464","-0.07961393","0.06918198"
"Engyodontium","0.71603614","-0.008824894","0.019656597","-0.052655008","-0.11747794","-0.049252775","0.0879825","-0.044301625","-0.05938579","-0.0004558103","0.015721515","-0.12720512","0.084597215","-0.08521893","-0.106145285","-0.019026777","-0.11225262","-0.09590372","-0.1424684","-0.050827596","-0.06575797","0.028143536","-0.043959156","-0.024536138","0.051600184","-0.1446196","-0.025729252","-0.18704593","0.016212573","-0.16751538","0.021894021","-0.1194444","-0.17954244","0.27781218","-0.045370378","-0.10326174","0.1744015","-0.022488149","-0.14934368","0.13055077","-0.057252795","0.20681047","0.07332442","-0.39920187","-0.2994906","0.09538299","0.13239662","0.021846486","-0.41451052","-0.56787694","0.5498175","-1.2096579","-0.30175728","-0.63102424","0.5903276","-0.22188407","-0.27700537","-0.35317135","0.23747198","0.35133228","0.21200325","-0.12892559","-0.08952323","-0.744226"
"Enhydrobacter","-2.0156095","0.00074606633","-0.01675096","0.002954947","0.019736353","-0.03922905","0.08600263","0.030842667","-0.29422402","-0.94861394","-0.68504846","0.5656198","0.018073073","-0.47761923","-0.3750349","-0.065970026","0.045625504","-0.082271196","-0.104231425","-0.07258714","-0.7123758","0.11805255","0.014471192","-0.15253228","-0.022688279","-0.42264834","0.7278362","0.17297985","0.53628397","-0.7285502","0.17865914","-0.06673615","0.14757909","-0.19248137","0.34832335","0.021925438","-0.024902571","0.027823368","0.101135716","-0.104741916","0.1938202","-0.015808126","-0.03466133","-0.08064441","-0.47597507","-0.0042447234","-0.055504046","0.17032136","0.02239133","-0.12694107","-0.4012052","0.16096558","-0.2208587","-0.96876764","-0.049044907","0.30900967","0.05840231","-0.101349264","-0.060374882","-0.0866948","-0.9074432","-0.54353446","-0.13968863","0.4746608"
