"disease","disease_external_has_mesh_id","disease_external_has_mesh_heading","disease_external_has_scientific_name","disease_external_has_hsdn","disease_external_hsdn_symptom_count","disease_external_pubmed_occurrence_sum","disease_external_tfidf_sum"
"metabolic diseases","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"metabolic disorder","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"metabolic disorders","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"metabolic syndrome","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"microbiota imbalance","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"milk allergy","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"multiple sclerosis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"myalgic encephalomyelitis/chronic fatigue syndrome","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"myelination impairments","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"necrotising enterocolitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"necrotizing enterocolitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"necrotizing fasciitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"neonatal infection","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"neuroblastoma","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"neuromyelitis optica","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"neuropathology","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"non-HBV non-HCV related hepatocellular carcinoma","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"non-alcoholic fatty liver disease","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"non-alcoholic steatohepatitis","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"non-celiac gluten sensitivity","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"nonalcoholic steatohepatitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"nosocomial diarrhea","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"nosocomial infections","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"obesity","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"oesophageal adenocarcinoma","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"oesophageal squamous cell carcinoma","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"opportunistic pathogen infection","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"opportunistic pulmonary infections","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"oral cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"oral squamous cell carcinoma","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"oral tongue cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"oropharyngeal cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"osmotic diarrhea","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"osteoarthritis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"osteoporosis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"ovarian cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"ovarian carcinoma","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"overweight","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"oxidative stress-related ailments","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pancreatic cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pancreatic head cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pediatric multiple sclerosis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pediatric obesity","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"peptic ulcer","0.9828629","0.9804382","0.97801924","7.829923","7.460543","6.8767786","7.1678076"
"peptic ulcer disease","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"perceived stress","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"periodontitis","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"photo-ageing","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"plaque psoriasis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pneumonia","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"postoperative delirium","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"posttransplant complications","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"posttransplant diarrhea","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pouchitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pre-cancerous pancreatic lesions","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"preeclampsia","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pregnancy-related gastrointestinal issues","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"preterm infant gut dysbiosis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"primary Sjogrens syndrome","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"primary biliary cholangitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"primary liver cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"primary sclerosing cholangitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"prostate cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"protein-energy undernutrition","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pseudomembraneous colitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"psoriasis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"pyogenic liver abscess","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"reactive hypoglycemia","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"rectal cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"rectal neoplasms","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"recurrent wheeze","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"refractory epilepsy","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"relapsing-remitting multiple sclerosis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"respiratory infections","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"respiratory tract infections","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"rheumatoid arthritis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"sarcopenia","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"sepsis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"septicemia","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"severe acute malnutrition","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"severe skin and soft tissue infection","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"sinusitis","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"skin diseases","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"slow gastrointestinal transit","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"small intestinal mucositis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"spondyloarthropathies","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"spontaneous bacterial peritonitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"squamous cell carcinoma","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"stomach adenocarcinoma","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"stomach cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"stomach neoplasms","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"stress and depression","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"stress-induced responses","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"surgical site infections","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"surgical-wound contamination","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"systemic inflammation","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"systemic lupus erythematosus","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"throat cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"thrombosis","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"thyroid cancer","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"thyroid carcinoma","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"thyroid nodules","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"trench fever","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"triple negative breast cancer (TNBC)","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"type 1 diabetes","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"type 1 diabetes mellitus","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"type 2 diabetes","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"type 2 diabetes mellitus","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"type II diabetes","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"type-2 diabetes mellitus (T2DM)","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"typhoid fever","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"ulcerative colitis","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"urinary incontinence","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"urinary tract infection","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"ventilator-associated pneumonia","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"viral diarrhea","0.9828629","0.9804382","0.97801924","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
"wound infection","-1.0174359","-1.019952","-1.0224748","-0.12771519","-0.12691726","-0.12457799","-0.12488974"
